name	version	authors	repository	license	license_file	description
lock_api	0.4.14	Amanieu d'Antras <amanieu@gmail.com>	https://github.com/Amanieu/parking_lot	Apache-2.0 OR MIT		Wrappers to create fully-featured Mutex and RwLock types. Compatible with no_std.
log	0.4.29	The Rust Project Developers	https://github.com/rust-lang/log	Apache-2.0 OR MIT		A lightweight logging facade for Rust
mac	0.1.1	Jonathan Reem <jonathan.reem@gmail.com>	https://github.com/reem/rust-mac.git	Apache-2.0 OR MIT		A collection of great and ubiqutitous macros.
markup5ever	0.14.1	The html5ever Project Developers	https://github.com/servo/html5ever	Apache-2.0 OR MIT		Common code for xml5ever and html5ever
match_token	0.1.0		https://github.com/servo/html5ever	Apache-2.0 OR MIT		Procedural macro for html5ever.
matches	0.1.10		https://github.com/SimonSapin/rust-std-candidates	MIT		A macro to evaluate, as a boolean, whether an expression matches a pattern.
memchr	2.7.6	Andrew Gallant <jamslam@gmail.com>|bluss	https://github.com/BurntSushi/memchr	MIT OR Unlicense		Provides extremely fast (uses SIMD on x86_64, aarch64 and wasm32) routines for 1, 2 or 3 byte search and single substring search.
memoffset	0.9.1	Gilad Naaman <gilad.naaman@gmail.com>	https://github.com/Gilnaa/memoffset	MIT		offset_of functionality for Rust structs.
mime	0.3.17	Sean McArthur <sean@seanmonstar.com>	https://github.com/hyperium/mime	Apache-2.0 OR MIT		Strongly Typed Mimes
miniz_oxide	0.8.9	Frommi <daniil.liferenko@gmail.com>|oyvindln <oyvindln@users.noreply.github.com>|Rich Geldreich richgel99@gmail.com	https://github.com/Frommi/miniz_oxide/tree/master/miniz_oxide	Apache-2.0 OR MIT OR Zlib		DEFLATE compression and decompression library rewritten in Rust based on miniz
mio	1.1.1	Carl Lerche <me@carllerche.com>|Thomas de Zeeuw <thomasdezeeuw@gmail.com>|Tokio Contributors <team@tokio.rs>	https://github.com/tokio-rs/mio	MIT		Lightweight non-blocking I/O.
muda	0.17.1		https://github.com/amrbashir/muda	Apache-2.0 OR MIT		Menu Utilities for Desktop Applications
ndk	0.9.0	The Rust Mobile contributors	https://github.com/rust-mobile/ndk	Apache-2.0 OR MIT		Safe Rust bindings to the Android NDK
ndk-context	0.1.1	The Rust Windowing contributors	https://github.com/rust-windowing/android-ndk-rs	Apache-2.0 OR MIT		Handles for accessing Android APIs
ndk-sys	0.6.0+11769913	The Rust Windowing contributors	https://github.com/rust-mobile/ndk	Apache-2.0 OR MIT		FFI bindings for the Android NDK
new_debug_unreachable	1.0.6	Matt Brubeck <mbrubeck@limpet.net>|Jonathan Reem <jonathan.reem@gmail.com>	https://github.com/mbrubeck/rust-debug-unreachable	MIT		panic in debug, intrinsics::unreachable() in release (fork of debug_unreachable)
nodrop	0.1.14	bluss	https://github.com/bluss/arrayvec	Apache-2.0 OR MIT		A wrapper type to inhibit drop (destructor).  ***Deprecated: Use ManuallyDrop or MaybeUninit instead!***
num-conv	0.1.0	Jacob Pratt <jacob@jhpratt.dev>	https://github.com/jhpratt/num-conv	Apache-2.0 OR MIT		`num_conv` is a crate to convert between integer types without using `as` casts. This provides better certainty when refactoring, makes the exact behavior of code more explicit, and allows using turbofish syntax.
num-traits	0.2.19	The Rust Project Developers	https://github.com/rust-num/num-traits	Apache-2.0 OR MIT		Numeric traits for generic mathematics
num_enum	0.7.5	Daniel Wagner-Hall <dawagner@gmail.com>|Daniel Henry-Mantilla <daniel.henry.mantilla@gmail.com>|Vincent Esche <regexident@gmail.com>	https://github.com/illicitonion/num_enum	Apache-2.0 OR BSD-3-Clause OR MIT		Procedural macros to make inter-operation between primitives and enums easier.
num_enum_derive	0.7.5	Daniel Wagner-Hall <dawagner@gmail.com>|Daniel Henry-Mantilla <daniel.henry.mantilla@gmail.com>|Vincent Esche <regexident@gmail.com>	https://github.com/illicitonion/num_enum	Apache-2.0 OR BSD-3-Clause OR MIT		Internal implementation details for ::num_enum (Procedural macros to make inter-operation between primitives and enums easier)
objc2	0.6.3	Mads Marquart <mads@marquart.dk>	https://github.com/madsmtm/objc2	MIT		Objective-C interface and runtime bindings
objc2-app-kit	0.3.2		https://github.com/madsmtm/objc2	Apache-2.0 OR MIT OR Zlib		Bindings to the AppKit framework
objc2-cloud-kit	0.3.2		https://github.com/madsmtm/objc2	Apache-2.0 OR MIT OR Zlib		Bindings to the CloudKit framework
objc2-core-data	0.3.2		https://github.com/madsmtm/objc2	Apache-2.0 OR MIT OR Zlib		Bindings to the CoreData framework
objc2-core-foundation	0.3.2		https://github.com/madsmtm/objc2	Apache-2.0 OR MIT OR Zlib		Bindings to the CoreFoundation framework
objc2-core-graphics	0.3.2		https://github.com/madsmtm/objc2	Apache-2.0 OR MIT OR Zlib		Bindings to the CoreGraphics framework
objc2-core-image	0.3.2		https://github.com/madsmtm/objc2	Apache-2.0 OR MIT OR Zlib		Bindings to the CoreImage framework
objc2-core-text	0.3.2		https://github.com/madsmtm/objc2	Apache-2.0 OR MIT OR Zlib		Bindings to the CoreText framework
objc2-core-video	0.3.2		https://github.com/madsmtm/objc2	Apache-2.0 OR MIT OR Zlib		Bindings to the CoreVideo framework
objc2-encode	4.1.0	Mads Marquart <mads@marquart.dk>	https://github.com/madsmtm/objc2	MIT		Objective-C type-encoding representation and parsing
objc2-exception-helper	0.1.1	Mads Marquart <mads@marquart.dk>	https://github.com/madsmtm/objc2	Apache-2.0 OR MIT OR Zlib		External helper function for catching Objective-C exceptions
objc2-foundation	0.3.2		https://github.com/madsmtm/objc2	MIT		Bindings to the Foundation framework
objc2-io-surface	0.3.2		https://github.com/madsmtm/objc2	Apache-2.0 OR MIT OR Zlib		Bindings to the IOSurface framework
objc2-javascript-core	0.3.2		https://github.com/madsmtm/objc2	Apache-2.0 OR MIT OR Zlib		Bindings to the JavaScriptCore framework
objc2-quartz-core	0.3.2		https://github.com/madsmtm/objc2	Apache-2.0 OR MIT OR Zlib		Bindings to the QuartzCore/CoreAnimation framework
objc2-security	0.3.2		https://github.com/madsmtm/objc2	Apache-2.0 OR MIT OR Zlib		Bindings to the Security framework
objc2-ui-kit	0.3.2		https://github.com/madsmtm/objc2	Apache-2.0 OR MIT OR Zlib		Bindings to the UIKit framework
objc2-web-kit	0.3.2		https://github.com/madsmtm/objc2	Apache-2.0 OR MIT OR Zlib		Bindings to the WebKit framework
once_cell	1.21.3	Aleksey Kladov <aleksey.kladov@gmail.com>	https://github.com/matklad/once_cell	Apache-2.0 OR MIT		Single assignment cells and lazy values.
option-ext	0.2.0	Simon Ochsenreither <simon@ochsenreither.de>	https://github.com/soc/option-ext.git	MPL-2.0		Extends `Option` with additional operations
pango	0.18.3	The gtk-rs Project Developers	https://github.com/gtk-rs/gtk-rs-core	MIT		Rust bindings for the Pango library
pango-sys	0.18.0	The gtk-rs Project Developers	https://github.com/gtk-rs/gtk-rs-core	MIT		FFI bindings to libpango-1.0
parking_lot	0.12.5	Amanieu d'Antras <amanieu@gmail.com>	https://github.com/Amanieu/parking_lot	Apache-2.0 OR MIT		More compact and efficient implementations of the standard synchronization primitives.
parking_lot_core	0.9.12	Amanieu d'Antras <amanieu@gmail.com>	https://github.com/Amanieu/parking_lot	Apache-2.0 OR MIT		An advanced API for creating custom synchronization primitives.
percent-encoding	2.3.2	The rust-url developers	https://github.com/servo/rust-url/	Apache-2.0 OR MIT		Percent encoding and decoding
phf	0.8.0	Steven Fackler <sfackler@gmail.com>	https://github.com/sfackler/rust-phf	MIT		Runtime support for perfect hash function data structures
phf	0.10.1	Steven Fackler <sfackler@gmail.com>	https://github.com/sfackler/rust-phf	MIT		Runtime support for perfect hash function data structures
phf	0.11.3	Steven Fackler <sfackler@gmail.com>	https://github.com/rust-phf/rust-phf	MIT		Runtime support for perfect hash function data structures
phf_codegen	0.8.0	Steven Fackler <sfackler@gmail.com>	https://github.com/sfackler/rust-phf	MIT		Codegen library for PHF types
phf_codegen	0.11.3	Steven Fackler <sfackler@gmail.com>	https://github.com/rust-phf/rust-phf	MIT		Codegen library for PHF types
phf_generator	0.8.0	Steven Fackler <sfackler@gmail.com>	https://github.com/sfackler/rust-phf	MIT		PHF generation logic
phf_generator	0.10.0	Steven Fackler <sfackler@gmail.com>	https://github.com/sfackler/rust-phf	MIT		PHF generation logic
phf_generator	0.11.3	Steven Fackler <sfackler@gmail.com>	https://github.com/rust-phf/rust-phf	MIT		PHF generation logic
phf_macros	0.10.0	Steven Fackler <sfackler@gmail.com>	https://github.com/sfackler/rust-phf	MIT		Macros to generate types in the phf crate
phf_macros	0.11.3	Steven Fackler <sfackler@gmail.com>	https://github.com/rust-phf/rust-phf	MIT		Macros to generate types in the phf crate
phf_shared	0.8.0	Steven Fackler <sfackler@gmail.com>	https://github.com/sfackler/rust-phf	MIT		Support code shared by PHF libraries
phf_shared	0.10.0	Steven Fackler <sfackler@gmail.com>	https://github.com/sfackler/rust-phf	MIT		Support code shared by PHF libraries
phf_shared	0.11.3	Steven Fackler <sfackler@gmail.com>	https://github.com/rust-phf/rust-phf	MIT		Support code shared by PHF libraries
pin-project-lite	0.2.16		https://github.com/taiki-e/pin-project-lite	Apache-2.0 OR MIT		A lightweight version of pin-project written with declarative macros.
pin-utils	0.1.0	Josef Brandl <mail@josefbrandl.de>	https://github.com/rust-lang-nursery/pin-utils	Apache-2.0 OR MIT		Utilities for pinning
pkg-config	0.3.32	Alex Crichton <alex@alexcrichton.com>	https://github.com/rust-lang/pkg-config-rs	Apache-2.0 OR MIT		A library to run the pkg-config system tool at build time in order to be used in Cargo build scripts.
plist	1.8.0	Ed Barnard <eabarnard@gmail.com>	https://github.com/ebarnard/rust-plist/	MIT		A rusty plist parser. Supports Serde serialization.
png	0.17.16	The image-rs Developers	https://github.com/image-rs/image-png	Apache-2.0 OR MIT		PNG decoding and encoding library in pure Rust
potential_utf	0.1.4	The ICU4X Project Developers	https://github.com/unicode-org/icu4x	Unicode-3.0		Unvalidated string and character types
powerfmt	0.2.0	Jacob Pratt <jacob@jhpratt.dev>	https://github.com/jhpratt/powerfmt	Apache-2.0 OR MIT		`powerfmt` is a library that provides utilities for formatting values. This crate makes it     significantly easier to support filling to a minimum width with alignment, avoid heap     allocation, and avoid repetitive calculations.
ppv-lite86	0.2.21	The CryptoCorrosion Contributors	https://github.com/cryptocorrosion/cryptocorrosion	Apache-2.0 OR MIT		Cross-platform cryptography-oriented low-level SIMD library.
precomputed-hash	0.1.1	Emilio Cobos Álvarez <emilio@crisal.io>	https://github.com/emilio/precomputed-hash	MIT		A library intending to be a base dependency to expose a precomputed hash
proc-macro-crate	1.3.1	Bastian Köcher <git@kchr.de>	https://github.com/bkchr/proc-macro-crate	Apache-2.0 OR MIT		Replacement for crate (macro_rules keyword) in proc-macros
proc-macro-crate	2.0.2	Bastian Köcher <git@kchr.de>	https://github.com/bkchr/proc-macro-crate	Apache-2.0 OR MIT		Replacement for crate (macro_rules keyword) in proc-macros
proc-macro-crate	3.4.0	Bastian Köcher <git@kchr.de>	https://github.com/bkchr/proc-macro-crate	Apache-2.0 OR MIT		Replacement for crate (macro_rules keyword) in proc-macros
proc-macro-error	1.0.4	CreepySkeleton <creepy-skeleton@yandex.ru>	https://gitlab.com/CreepySkeleton/proc-macro-error	Apache-2.0 OR MIT		Almost drop-in replacement to panics in proc-macros
proc-macro-error-attr	1.0.4	CreepySkeleton <creepy-skeleton@yandex.ru>	https://gitlab.com/CreepySkeleton/proc-macro-error	Apache-2.0 OR MIT		Attribute macro for proc-macro-error crate
proc-macro-hack	0.5.20+deprecated	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/proc-macro-hack	Apache-2.0 OR MIT		Procedural macros in expression position
proc-macro2	1.0.103	David Tolnay <dtolnay@gmail.com>|Alex Crichton <alex@alexcrichton.com>	https://github.com/dtolnay/proc-macro2	Apache-2.0 OR MIT		A substitute implementation of the compiler's `proc_macro` API to decouple token-based libraries from the procedural macro use case.
quick-xml	0.38.4		https://github.com/tafia/quick-xml	MIT		High performance xml reader and writer
quote	1.0.42	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/quote	Apache-2.0 OR MIT		Quasi-quoting macro quote!(...)
r-efi	5.3.0		https://github.com/r-efi/r-efi	Apache-2.0 OR LGPL-2.1-or-later OR MIT		UEFI Reference Specification Protocol Constants and Definitions
rand	0.7.3	The Rand Project Developers|The Rust Project Developers	https://github.com/rust-random/rand	Apache-2.0 OR MIT		Random number generators and other randomness functionality.
rand	0.8.5	The Rand Project Developers|The Rust Project Developers	https://github.com/rust-random/rand	Apache-2.0 OR MIT		Random number generators and other randomness functionality.
rand_chacha	0.2.2	The Rand Project Developers|The Rust Project Developers|The CryptoCorrosion Contributors	https://github.com/rust-random/rand	Apache-2.0 OR MIT		ChaCha random number generator
rand_chacha	0.3.1	The Rand Project Developers|The Rust Project Developers|The CryptoCorrosion Contributors	https://github.com/rust-random/rand	Apache-2.0 OR MIT		ChaCha random number generator
rand_core	0.5.1	The Rand Project Developers|The Rust Project Developers	https://github.com/rust-random/rand	Apache-2.0 OR MIT		Core random number generator traits and tools for implementation.
rand_core	0.6.4	The Rand Project Developers|The Rust Project Developers	https://github.com/rust-random/rand	Apache-2.0 OR MIT		Core random number generator traits and tools for implementation.
rand_hc	0.2.0	The Rand Project Developers	https://github.com/rust-random/rand	Apache-2.0 OR MIT		HC128 random number generator
rand_pcg	0.2.1	The Rand Project Developers	https://github.com/rust-random/rand	Apache-2.0 OR MIT		Selected PCG random number generators
raw-window-handle	0.6.2	Osspial <osspial@gmail.com>	https://github.com/rust-windowing/raw-window-handle	Apache-2.0 OR MIT OR Zlib		Interoperability library for Rust Windowing applications.
redox_syscall	0.5.18	Jeremy Soller <jackpot51@gmail.com>	https://gitlab.redox-os.org/redox-os/syscall	MIT		A Rust library to access raw Redox system calls
redox_users	0.5.2	Jose Narvaez <goyox86@gmail.com>|Wesley Hershberger <mggmugginsmc@gmail.com>	https://gitlab.redox-os.org/redox-os/users	MIT		A Rust library to access Redox users and groups functionality
ref-cast	1.0.25	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/ref-cast	Apache-2.0 OR MIT		Safely cast &T to &U where the struct U contains a single field of type T.
ref-cast-impl	1.0.25	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/ref-cast	Apache-2.0 OR MIT		Derive implementation for ref_cast::RefCast.
regex	1.12.2	The Rust Project Developers|Andrew Gallant <jamslam@gmail.com>	https://github.com/rust-lang/regex	Apache-2.0 OR MIT		An implementation of regular expressions for Rust. This implementation uses finite automata and guarantees linear time matching on all inputs.
regex-automata	0.4.13	The Rust Project Developers|Andrew Gallant <jamslam@gmail.com>	https://github.com/rust-lang/regex	Apache-2.0 OR MIT		Automata construction and matching using regular expressions.
regex-syntax	0.8.8	The Rust Project Developers|Andrew Gallant <jamslam@gmail.com>	https://github.com/rust-lang/regex	Apache-2.0 OR MIT		A regular expression parser.
reqwest	0.12.25	Sean McArthur <sean@seanmonstar.com>	https://github.com/seanmonstar/reqwest	Apache-2.0 OR MIT		higher level HTTP client library
rustc_version	0.4.1		https://github.com/djc/rustc-version-rs	Apache-2.0 OR MIT		A library for querying the version of a installed rustc compiler
rustversion	1.0.22	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/rustversion	Apache-2.0 OR MIT		Conditional compilation according to rustc compiler version
ryu	1.0.20	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/ryu	Apache-2.0 OR BSL-1.0		Fast floating point to string conversion
same-file	1.0.6	Andrew Gallant <jamslam@gmail.com>	https://github.com/BurntSushi/same-file	MIT OR Unlicense		A simple crate for determining whether two file paths point to the same file.
schemars	0.8.22	Graham Esau <gesau@hotmail.co.uk>	https://github.com/GREsau/schemars	MIT		Generate JSON Schemas from Rust code
schemars	0.9.0	Graham Esau <gesau@hotmail.co.uk>	https://github.com/GREsau/schemars	MIT		Generate JSON Schemas from Rust code
schemars	1.1.0	Graham Esau <gesau@hotmail.co.uk>	https://github.com/GREsau/schemars	MIT		Generate JSON Schemas from Rust code
schemars_derive	0.8.22	Graham Esau <gesau@hotmail.co.uk>	https://github.com/GREsau/schemars	MIT		Macros for #[derive(JsonSchema)], for use with schemars
scopeguard	1.2.0	bluss	https://github.com/bluss/scopeguard	Apache-2.0 OR MIT		A RAII scope guard that will run a given closure when it goes out of scope, even if the code between panics (assuming unwinding panic).  Defines the macros `defer!`, `defer_on_unwind!`, `defer_on_success!` as shorthands for guards with one of the implemented strategies.
selectors	0.24.0	The Servo Project Developers	https://github.com/servo/servo	MPL-2.0		CSS Selectors matching for Rust
semver	1.0.27	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/semver	Apache-2.0 OR MIT		Parser and evaluator for Cargo's flavor of Semantic Versioning
serde	1.0.228	Erick Tryzelaar <erick.tryzelaar@gmail.com>|David Tolnay <dtolnay@gmail.com>	https://github.com/serde-rs/serde	Apache-2.0 OR MIT		A generic serialization/deserialization framework
serde-untagged	0.1.9	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/serde-untagged	Apache-2.0 OR MIT		Serde `Visitor` implementation for deserializing untagged enums
serde_core	1.0.228	Erick Tryzelaar <erick.tryzelaar@gmail.com>|David Tolnay <dtolnay@gmail.com>	https://github.com/serde-rs/serde	Apache-2.0 OR MIT		Serde traits only, with no support for derive -- use the `serde` crate instead
serde_derive	1.0.228	Erick Tryzelaar <erick.tryzelaar@gmail.com>|David Tolnay <dtolnay@gmail.com>	https://github.com/serde-rs/serde	Apache-2.0 OR MIT		Macros 1.1 implementation of #[derive(Serialize, Deserialize)]
serde_derive_internals	0.29.1	Erick Tryzelaar <erick.tryzelaar@gmail.com>|David Tolnay <dtolnay@gmail.com>	https://github.com/serde-rs/serde	Apache-2.0 OR MIT		AST representation used by Serde derive macros. Unstable.
serde_json	1.0.145	Erick Tryzelaar <erick.tryzelaar@gmail.com>|David Tolnay <dtolnay@gmail.com>	https://github.com/serde-rs/json	Apache-2.0 OR MIT		A JSON serialization file format
serde_repr	0.1.20	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/serde-repr	Apache-2.0 OR MIT		Derive Serialize and Deserialize that delegates to the underlying repr of a C-like enum.
serde_spanned	0.6.9		https://github.com/toml-rs/toml	Apache-2.0 OR MIT		Serde-compatible spanned Value
serde_spanned	1.0.3		https://github.com/toml-rs/toml	Apache-2.0 OR MIT		Serde-compatible spanned Value
serde_urlencoded	0.7.1	Anthony Ramine <n.oxyde@gmail.com>	https://github.com/nox/serde_urlencoded	Apache-2.0 OR MIT		`x-www-form-urlencoded` meets Serde
serde_with	3.16.1	Jonas Bushart|Marcin Kaźmierczak	https://github.com/jonasbb/serde_with/	Apache-2.0 OR MIT		Custom de/serialization functions for Rust's serde
serde_with_macros	3.16.1	Jonas Bushart	https://github.com/jonasbb/serde_with/	Apache-2.0 OR MIT		proc-macro library for serde_with
serialize-to-javascript	0.1.2	Chip Reed <chip@chip.sh>	https://github.com/chippers/serialize-to-javascript	Apache-2.0 OR MIT		Serialize a serde::Serialize item to a JavaScript literal template using serde_json
serialize-to-javascript-impl	0.1.2	Chip Reed <chip@chip.sh>	https://github.com/chippers/serialize-to-javascript	Apache-2.0 OR MIT		Implementation detail of `serialize-to-javascript`
servo_arc	0.2.0	The Servo Project Developers	https://github.com/servo/servo	Apache-2.0 OR MIT		A fork of std::sync::Arc with some extra functionality and without weak references
sha2	0.10.9	RustCrypto Developers	https://github.com/RustCrypto/hashes	Apache-2.0 OR MIT		Pure Rust implementation of the SHA-2 hash function family including SHA-224, SHA-256, SHA-384, and SHA-512.
shlex	1.3.0	comex <comexk@gmail.com>|Fenhl <fenhl@fenhl.net>|Adrian Taylor <adetaylor@chromium.org>|Alex Touchet <alextouchet@outlook.com>|Daniel Parks <dp+git@oxidized.org>|Garrett Berg <googberg@gmail.com>	https://github.com/comex/rust-shlex	Apache-2.0 OR MIT		Split a string into shell words, like Python's shlex.
simd-adler32	0.3.8	Marvin Countryman <me@maar.vin>	https://github.com/mcountryman/simd-adler32	MIT		A SIMD-accelerated Adler-32 hash algorithm implementation.
siphasher	0.3.11	Frank Denis <github@pureftpd.org>	https://github.com/jedisct1/rust-siphash	Apache-2.0 OR MIT		SipHash-2-4, SipHash-1-3 and 128-bit variants in pure Rust
siphasher	1.0.1	Frank Denis <github@pureftpd.org>	https://github.com/jedisct1/rust-siphash	Apache-2.0 OR MIT		SipHash-2-4, SipHash-1-3 and 128-bit variants in pure Rust
slab	0.4.11	Carl Lerche <me@carllerche.com>	https://github.com/tokio-rs/slab	MIT		Pre-allocated storage for a uniform data type
smallvec	1.15.1	The Servo Project Developers	https://github.com/servo/rust-smallvec	Apache-2.0 OR MIT		'Small vector' optimization: store up to a small number of items on the stack
socket2	0.6.1	Alex Crichton <alex@alexcrichton.com>|Thomas de Zeeuw <thomasdezeeuw@gmail.com>	https://github.com/rust-lang/socket2	Apache-2.0 OR MIT		Utilities for handling networking sockets with a maximal amount of configuration possible intended.
softbuffer	0.4.8		https://github.com/rust-windowing/softbuffer	Apache-2.0 OR MIT		Cross-platform software buffer
soup3	0.5.0		https://gitlab.gnome.org/World/Rust/soup3-rs	MIT		Soup crate for Rust
soup3-sys	0.5.0	The Gtk-rs Project Developers	https://gitlab.gnome.org/World/Rust/soup3-rs	MIT		Sys functions for the Rust bindings of the javacriptcore library
stable_deref_trait	1.2.1	Robert Grosse <n210241048576@gmail.com>	https://github.com/storyyeller/stable_deref_trait	Apache-2.0 OR MIT		An unsafe marker trait for types like Box and Rc that dereference to a stable address even when moved, and hence can be used with libraries such as owning_ref and rental.
string_cache	0.8.9	The Servo Project Developers	https://github.com/servo/string-cache	Apache-2.0 OR MIT		A string interning library for Rust, developed as part of the Servo project.
string_cache_codegen	0.5.4	The Servo Project Developers	https://github.com/servo/string-cache	Apache-2.0 OR MIT		A codegen library for string-cache, developed as part of the Servo project.
strsim	0.11.1	Danny Guo <danny@dannyguo.com>|maxbachmann <oss@maxbachmann.de>	https://github.com/rapidfuzz/strsim-rs	MIT		Implementations of string similarity metrics. Includes Hamming, Levenshtein, OSA, Damerau-Levenshtein, Jaro, Jaro-Winkler, and Sørensen-Dice.
swift-rs	1.0.7	The swift-rs contributors	https://github.com/Brendonovich/swift-rs	Apache-2.0 OR MIT		Call Swift from Rust with ease!
syn	1.0.109	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/syn	Apache-2.0 OR MIT		Parser for Rust source code
syn	2.0.111	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/syn	Apache-2.0 OR MIT		Parser for Rust source code
sync_wrapper	1.0.2	Actyx AG <developer@actyx.io>	https://github.com/Actyx/sync_wrapper	Apache-2.0		A tool for enlisting the compiler's help in proving the absence of concurrency
synstructure	0.13.2	Nika Layzell <nika@thelayzells.com>	https://github.com/mystor/synstructure	MIT		Helper methods and macros for custom derives
system-deps	6.2.2	Guillaume Desmottes <guillaume.desmottes@collabora.com>|Josh Triplett <josh@joshtriplett.org>	https://github.com/gdesmott/system-deps	Apache-2.0 OR MIT		Discover and configure system dependencies from declarative dependencies in Cargo.toml
tao	0.34.5	Tauri Programme within The Commons Conservancy|The winit contributors	https://github.com/tauri-apps/tao	Apache-2.0		Cross-platform window manager library.
tao-macros	0.1.3	Tauri Programme within The Commons Conservancy	https://github.com/tauri-apps/tao	Apache-2.0 OR MIT		Proc macros for tao
target-lexicon	0.12.16	Dan Gohman <sunfish@mozilla.com>	https://github.com/bytecodealliance/target-lexicon	Apache-2.0 WITH LLVM-exception		Targeting utilities for compilers and related tools
tauri	2.9.5	Tauri Programme within The Commons Conservancy	https://github.com/tauri-apps/tauri	Apache-2.0 OR MIT		Make tiny, secure apps for all desktop platforms with Tauri
tauri-build	2.5.3	Tauri Programme within The Commons Conservancy	https://github.com/tauri-apps/tauri	Apache-2.0 OR MIT		build time code to pair with https://crates.io/crates/tauri
tauri-codegen	2.5.2	Tauri Programme within The Commons Conservancy	https://github.com/tauri-apps/tauri	Apache-2.0 OR MIT		code generation meant to be consumed inside of `tauri` through `tauri-build` or `tauri-macros`
tauri-macros	2.5.2	Tauri Programme within The Commons Conservancy	https://github.com/tauri-apps/tauri	Apache-2.0 OR MIT		Macros for the tauri crate.
tauri-runtime	2.9.2	Tauri Programme within The Commons Conservancy	https://github.com/tauri-apps/tauri	Apache-2.0 OR MIT		Runtime for Tauri applications
tauri-runtime-wry	2.9.3	Tauri Programme within The Commons Conservancy	https://github.com/tauri-apps/tauri	Apache-2.0 OR MIT		Wry bindings to the Tauri runtime
tauri-utils	2.8.1	Tauri Programme within The Commons Conservancy	https://github.com/tauri-apps/tauri	Apache-2.0 OR MIT		Utilities for Tauri
tauri-winres	0.3.5	Tauri Programme within The Commons Conservancy|Max Resch <resch.max@gmail.com>	https://github.com/tauri-apps/winres	MIT		Create and set windows icons and metadata for executables
tendril	0.4.3	Keegan McAllister <mcallister.keegan@gmail.com>|Simon Sapin <simon.sapin@exyr.org>|Chris Morgan <me@chrismorgan.info>	https://github.com/servo/tendril	Apache-2.0 OR MIT		Compact buffer/string type for zero-copy parsing
thiserror	1.0.69	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/thiserror	Apache-2.0 OR MIT		derive(Error)
thiserror	2.0.17	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/thiserror	Apache-2.0 OR MIT		derive(Error)
thiserror-impl	1.0.69	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/thiserror	Apache-2.0 OR MIT		Implementation detail of the `thiserror` crate
thiserror-impl	2.0.17	David Tolnay <dtolnay@gmail.com>	https://github.com/dtolnay/thiserror	Apache-2.0 OR MIT		Implementation detail of the `thiserror` crate
time	0.3.44	Jacob Pratt <open-source@jhpratt.dev>|Time contributors	https://github.com/time-rs/time	Apache-2.0 OR MIT		Date and time library. Fully interoperable with the standard library. Mostly compatible with #![no_std].
time-core	0.1.6	Jacob Pratt <open-source@jhpratt.dev>|Time contributors	https://github.com/time-rs/time	Apache-2.0 OR MIT		This crate is an implementation detail and should not be relied upon directly.
time-macros	0.2.24	Jacob Pratt <open-source@jhpratt.dev>|Time contributors	https://github.com/time-rs/time	Apache-2.0 OR MIT		Procedural macros for the time crate.     This crate is an implementation detail and should not be relied upon directly.
tinystr	0.8.2	The ICU4X Project Developers	https://github.com/unicode-org/icu4x	Unicode-3.0		A small ASCII-only bounded length string representation.
tokio	1.48.0	Tokio Contributors <team@tokio.rs>	https://github.com/tokio-rs/tokio	MIT		An event-driven, non-blocking I/O platform for writing asynchronous I/O backed applications.
tokio-util	0.7.17	Tokio Contributors <team@tokio.rs>	https://github.com/tokio-rs/tokio	MIT		Additional utilities for working with Tokio.
toml	0.8.2	Alex Crichton <alex@alexcrichton.com>	https://github.com/toml-rs/toml	Apache-2.0 OR MIT		A native Rust encoder and decoder of TOML-formatted files and streams. Provides implementations of the standard Serialize/Deserialize traits for TOML data to facilitate deserializing and serializing Rust structures.
toml	0.9.8		https://github.com/toml-rs/toml	Apache-2.0 OR MIT		A native Rust encoder and decoder of TOML-formatted files and streams. Provides implementations of the standard Serialize/Deserialize traits for TOML data to facilitate deserializing and serializing Rust structures.
toml_datetime	0.6.3	Alex Crichton <alex@alexcrichton.com>	https://github.com/toml-rs/toml	Apache-2.0 OR MIT		A TOML-compatible datetime type
toml_datetime	0.7.3		https://github.com/toml-rs/toml	Apache-2.0 OR MIT		A TOML-compatible datetime type
toml_edit	0.19.15	Andronik Ordian <write@reusable.software>|Ed Page <eopage@gmail.com>	https://github.com/toml-rs/toml	Apache-2.0 OR MIT		Yet another format-preserving TOML parser.
toml_edit	0.20.2	Andronik Ordian <write@reusable.software>|Ed Page <eopage@gmail.com>	https://github.com/toml-rs/toml	Apache-2.0 OR MIT		Yet another format-preserving TOML parser.
